process,flow,value,unit,input,year,comments,type,process_location,supplying_location,"code (UUID, 3.8)",Ecoinvent selection
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 64 via Table 62 notch saw Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded synthetic diamond electricity for Table 62 notch saw. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"market for steel, unalloyed",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 65 Steel wire (wafering); normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Wafering steel wire input. Proxy for Smith steel wire rod and diamond saw steel body. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,c72cb8cf-a36f-4bca-afde-aa76c12f0e18,"market for steel, unalloyed | steel, unalloyed | GLO | kg | ecoinvent 3.8"
Wafer manufacturing,market for silica sand,[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 66 via Table 65 wafering Silica particles; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded sawing slurry silica particles for Table 65 wafering. Proxy for very fine milled silica particles in Smith Tables 66 and 70. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,8ab9b882-6ec9-4bc8-8286-e82519322068,market for silica sand | silica sand | GLO | kg | ecoinvent 3.8
Wafer manufacturing,market for triethylene glycol,[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 66 via Table 65 wafering Polyethylene glycol; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded sawing slurry glycol input for Table 65 wafering. Smith Table 66 polyethylene glycol mapped to triethylene glycol. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,5d41f09e-ced8-45b1-b003-e7701ff0892d,market for triethylene glycol | triethylene glycol | RoW | kg | ecoinvent 3.8
Wafer manufacturing,"market for steel, unalloyed",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 63 via Table 65 edge saw Steel; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded diamond saw steel input for Table 65 edge saw. Proxy for Smith steel wire rod and diamond saw steel body. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,c72cb8cf-a36f-4bca-afde-aa76c12f0e18,"market for steel, unalloyed | steel, unalloyed | GLO | kg | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 63 via Table 65 edge saw Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded diamond saw manufacturing electricity for Table 65 edge saw. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"market group for natural gas, high pressure",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],m3,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 64 via Table 65 edge saw Methane; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded synthetic diamond methane/natural gas input for Table 65 edge saw. Smith Table 64 methane input mapped to natural gas high pressure. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,3d1de8e2-71d5-4759-9af8-c273736d2f67,"market group for natural gas, high pressure | natural gas, high pressure | GLO | m3 | ecoinvent 3.8"
Wafer manufacturing,"market for hydrogen, liquid",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 64 via Table 65 edge saw Hydrogen gas; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded synthetic diamond hydrogen input for Table 65 edge saw. Smith Table 60 and Table 64 hydrogen input. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,e532b3ce-f9b0-4c78-9162-d1741538c4d8,"market for hydrogen, liquid | hydrogen, liquid | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 64 via Table 65 edge saw Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded synthetic diamond electricity for Table 65 edge saw. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 65 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Wafering and edge-rounding wire saw electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 65 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Wafering and edge-rounding edge saw electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"treatment of hazardous waste, underground deposit",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 65 Arsenic waste from sawing; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Physical arsenic sawing waste is positive in source; LiAISON row is negative for treatment burden. Waste treatment row uses negative value in LiAISON because the ecoinvent waste-treatment reference product is negative. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,6b792a3a-a425-4d15-9d3d-34f942131a26,"treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market for water, ultrapure",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,"SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 67 Ultrapure water; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Cleaning and etching Ultrapure water input. Smith Tables 67, 70, and 71 ultrapure water. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",technosphere,JP,RoW,7436ffb1-a278-458f-a166-54965d932c10,"market for water, ultrapure | water, ultrapure | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market for hydrogen peroxide, without water, in 50% solution state",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 67 H2O2; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Cleaning and etching H2O2 input. Local 3.8 match uses RoW rather than Smith's GLO market. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,9ee99cdb-d0c5-4ded-90fe-36b1c29ebfda,"market for hydrogen peroxide, without water, in 50% solution state | hydrogen peroxide, without water, in 50% solution state | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,market for hydrogen fluoride,[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 67 HF; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Cleaning and etching HF input. Local 3.8 match uses RoW rather than Smith's GLO market. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,d7f30fd5-2617-4ca9-bd0e-a096003d4a02,market for hydrogen fluoride | hydrogen fluoride | RoW | kg | ecoinvent 3.8
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 67 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Cleaning and etching ultrasonic cleaning electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 67 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Cleaning and etching rinse tank electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"treatment of hazardous waste, underground deposit",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 67 Arsenic/etchant waste; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Physical arsenic/etchant waste is positive in source; LiAISON row is negative for treatment burden. Waste treatment row uses negative value in LiAISON because the ecoinvent waste-treatment reference product is negative. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,6b792a3a-a425-4d15-9d3d-34f942131a26,"treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market for polyurethane, rigid foam",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 68 Polishing pad; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Pre-polishing pad input. Smith polishing pad mapped to polyurethane rigid foam; local match is RoW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,22d4653b-b768-4637-8831-e58024b32956,"market for polyurethane, rigid foam | polyurethane, rigid foam | RoW | kg | ecoinvent 3.8"
